ANZLIC_ID|COLUMN_NAME|OBLIGATION|IS_UNIQUE|DATA_TYPE|DATA_LENGTH|DATA_PRECISION|DATA_SCALE|REFTAB_OWNER_NAME|REFTAB_TABLE_NAME|REFTAB_CODE_COLUMN_NAME|COMMENTS
ANZVI0803002861|DEGREES|O|N|NUMBER|22|10|0||||
ANZVI0803002861|DEGREES_ALT|O|N|NUMBER|22|10|0||||
ANZVI0803002861|DIRECTION|O|N|VARCHAR2|3||||||
ANZVI0803002861|LABEL|O|N|VARCHAR2|10||||||
ANZVI0803002861|LENGTHM|O|N|NUMBER|22|18|2||||
ANZVI0803002861|MINUTES|O|N|VARCHAR2|3||||||
ANZVI0803002861|SIGNIFICANCE|O|N|NUMBER|22|10|0||||
ANZVI0803002863|AREA_HA|O|N|NUMBER|22|38|8||||
ANZVI0803002863|GMU_T1|O|N|VARCHAR2|5||||||
ANZVI0803002863|GMU_T1_DESC|O|N|VARCHAR2|50||||||
ANZVI0803002863|GMU_T2|O|N|VARCHAR2|5||||||
ANZVI0803002863|GMU_T2_DESC|O|N|VARCHAR2|150||||||
ANZVI0803002863|GMU_T3|O|N|VARCHAR2|5||||||
ANZVI0803002863|GMU_T3_DESC|O|N|VARCHAR2|200||||||
ANZVI0803002863|LFM_ELEMENT|O|N|VARCHAR2|8||||||
ANZVI0803002863|LFM_PATTERN|O|N|VARCHAR2|8||||||
ANZVI0803002863|LITHOLOGY|O|N|VARCHAR2|30||||||
ANZVI0803002863|SUSC_GULLY|O|N|VARCHAR2|10||||||
ANZVI0803002863|SUSC_LSLIP|O|N|VARCHAR2|10||||||
ANZVI0803002863|SUSC_SR|O|N|VARCHAR2|10||||||
ANZVI0803002863|SUSC_WIND|O|N|VARCHAR2|10||||||
ANZVI0803002870|AUTH_ORG_CODE|O|N|VARCHAR2|4|||VMREFTAB|FT_AUTHORITATIVE_ORGANISATION|AUTH_ORG_CODE|
ANZVI0803002870|AUTH_ORG_ID|O|N|VARCHAR2|30||||||
ANZVI0803002870|CREATE_DATE_PFI|M|N|DATE|7|||NONE|NONE|NONE|
ANZVI0803002870|CREATE_DATE_UFI|M|N|DATE|7|||NONE|NONE|NONE|
ANZVI0803002870|FEATURE_QUALITY_ID|M|N|NUMBER|22|9|0|VMREFTAB|TP_FEATURE_QUALITY|ID|
ANZVI0803002870|FEATURE_TYPE_CODE|M|N|VARCHAR2|30|||VMREFTAB|FEATURE_TYPE_TOPO||
ANZVI0803002870|HIERARCHY|M|N|NUMBER|22|1|0|VMREFTAB|TR_AIRPORT_HIERARCHY|HIERARCHY|
ANZVI0803002870|ICAO_CODE|O|N|VARCHAR2|4|||NONE|||
ANZVI0803002870|NAME|O|N|VARCHAR2|50|||NONE|NONE|NONE|
ANZVI0803002870|NAMED_FEATURE_ID|O|N|NUMBER|22|9|0|NONE|NONE|NONE|
ANZVI0803002870|PFI|M|Y|NUMBER|22|9|0|NONE|NONE|NONE|
ANZVI0803002870|SUPERCEDED_PFI|O|N|NUMBER|22|9|0|NONE|NONE|NONE|
ANZVI0803002870|UFI|M|N|NUMBER|22|9|0|NONE|NONE|NONE|
ANZVI0803002870|VMADD_PFI|O|N|VARCHAR2|10||||||
ANZVI0803002883|AREASQM|O|N|NUMBER|22|18|2||||
ANZVI0803002883|HECTARES|O|N|NUMBER|22|18|2||||
ANZVI0803002883|HIST_LCC|O|N|VARCHAR2|60||||||
ANZVI0803002883|HIST_LCCNO|O|N|NUMBER|22|10|0||||
ANZVI0803002883|LCC50089_|O|N|NUMBER|22|16|3||||
ANZVI0803002883|LCC50089_I|O|N|NUMBER|22|16|3||||
ANZVI0803002883|LCC_NAME|O|N|VARCHAR2|30||||||
ANZVI0803002883|LCC_NO|O|N|NUMBER|22|10|0||||
ANZVI0803002893|CREATE_DATE_PFI|O|N|DATE|7|||NONE|NONE|NONE|
ANZVI0803002893|CREATE_DATE_UFI|O|N|DATE|7|||NONE|NONE|NONE|
ANZVI0803002893|FEATURE_QUALITY_ID|O|N|NUMBER|22|9|0|NONE|NONE|NONE|
ANZVI0803002893|FEATURE_TYPE_CODE|O|N|VARCHAR2|30||||||
ANZVI0803002893|NAME|O|N|VARCHAR2|50|||NONE|NONE|NONE|
ANZVI0803002893|NAMED_FEATURE_ID|O|N|NUMBER|22|9|0|NONE|NONE|NONE|
ANZVI0803002893|PFI|M|Y|NUMBER|22|9|0|NONE|NONE|NONE|
ANZVI0803002893|SUPERCEDED_PFI|O|N|NUMBER|22|9|0|NONE|NONE|NONE|
ANZVI0803002893|UFI|O|N|NUMBER|22|9|0|NONE|NONE|NONE|
ANZVI0803002894|CREATE_DATE_PFI|O|N|DATE|7||||||
ANZVI0803002894|CREATE_DATE_UFI|O|N|DATE|7||||||
ANZVI0803002894|FEATURE_PRESENT|O|N|VARCHAR2|20||||||
ANZVI0803002894|FEATURE_QUALITY_ID|O|N|NUMBER|22|9|0||||
ANZVI0803002894|FEATURE_TYPE_CODE|O|N|VARCHAR2|30||||||
ANZVI0803002894|PFI|O|N|NUMBER|22|9|0||||
ANZVI0803002894|RELATED_FEATURE_UFI|O|N|NUMBER|22|9|0||||
ANZVI0803002894|SHORELINE_DATUM|O|N|VARCHAR2|1||||||
ANZVI0803002894|SUPERCEDED_PFI|O|N|NUMBER|22|9|0||||
ANZVI0803002894|UFI|O|N|NUMBER|22|9|0||||
ANZVI0803002894|UFI_LEFT|O|N|NUMBER|22|9|0||||
ANZVI0803002894|UFI_RIGHT|O|N|NUMBER|22|9|0||||
ANZVI0803002895|CREATE_DATE_PFI|O|N|DATE|7||||||
ANZVI0803002895|CREATE_DATE_UFI|O|N|DATE|7||||||
ANZVI0803002895|FEATURE_QUALITY_ID|O|N|NUMBER|22|9|0||||
ANZVI0803002895|FEATURE_TYPE_CODE|O|N|VARCHAR2|30||||||
ANZVI0803002895|NAME|O|N|VARCHAR2|50||||||
ANZVI0803002895|NAMED_FEATURE_ID|O|N|NUMBER|22|9|0||||
ANZVI0803002895|PFI|O|N|NUMBER|22|9|0||||
ANZVI0803002895|STATE|O|N|VARCHAR2|3||||||
ANZVI0803002895|SUPERCEDED_PFI|O|N|NUMBER|22|9|0||||
ANZVI0803002895|UFI|O|N|NUMBER|22|9|0||||
ANZVI0803002896|FROM_PRECISION|O|N|NUMBER|22|4|1||||
ANZVI0803002896|FROM_SURVEY_X|O|N|NUMBER|22|13|9||||
ANZVI0803002896|FROM_SURVEY_Y|O|N|NUMBER|22|13|9||||
ANZVI0803002896|PARCEL|O|N|VARCHAR2|1||||||
ANZVI0803002896|PFI|O|N|VARCHAR2|10|||NONE|NONE|NONE|
ANZVI0803002896|PFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|
ANZVI0803002896|PROPERTY|O|N|VARCHAR2|1||||||
ANZVI0803002896|ROAD_ALIGN|O|N|VARCHAR2|1||||||
ANZVI0803002896|TO_PRECISION|O|N|NUMBER|22|4|1||||
ANZVI0803002896|TO_SURVEY_X|O|N|NUMBER|22|13|9||||
ANZVI0803002896|TO_SURVEY_Y|O|N|NUMBER|22|13|9||||
ANZVI0803002896|UFI|O|N|NUMBER|22|10|0|NONE|NONE|NONE|
ANZVI0803002896|UFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|
ANZVI0803002896|UFI_OLD|O|N|NUMBER|22|10|0|NONE|NONE|NONE|
ANZVI0803002898|PFI|O|N|VARCHAR2|10|||NONE|NONE|NONE|
ANZVI0803002898|PFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|
ANZVI0803002898|UFI|O|N|NUMBER|22|10|0|NONE|NONE|NONE|
ANZVI0803002898|UFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|
ANZVI0803002898|UFI_OLD|O|N|NUMBER|22|10|0|NONE|NONE|NONE|
ANZVI0803002899|CENTROID_PFI|O|N|VARCHAR2|10|||NONE|NONE|NONE|Foreign Key to Centroid table
ANZVI0803002899|PFI|O|N|VARCHAR2|10|||NONE|NONE|NONE|Persistent Feature Identifier. Assigned at the creation of the feature and is retained for the life of the feature.
ANZVI0803002899|PFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|The date that the persistent Feature Identifier was created
ANZVI0803002899|STATUS|O|N|VARCHAR2|1||||||
ANZVI0803002899|UFI|O|N|NUMBER|22|10|0|NONE|NONE|NONE|Database wide Unique Feature identifier. Assigned at every feature creation or edit, superseded by each edit to the feature.
ANZVI0803002899|UFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|The date the UFI was created
ANZVI0803002899|UFI_OLD|O|N|NUMBER|22|10|0|NONE|NONE|NONE|UFI of feature prior to last edit
ANZVI0803002899|Z_LEVEL|M|N|VARCHAR2|2|||VMREFTAB|PR_Z_LEVEL|Z_LEVEL_CODE|"Indication of the location of a parcel/property in
relation to the surface level.
Valid Values are: 
B1 to B9 ? Below Ground
G ? Ground Level
A1 to A9 ? Above Ground"
ANZVI0803002900|BASE_PFI|O|N|VARCHAR2|10|||NONE|NONE|NONE|"Foreign Key which identifies
any Property Footprints
associated with the Base
Property. (Where the PFI and
Base_PFI are the same, the
property view polygon is a
base.)"
ANZVI0803002900|CENTROID_PFI|O|N|VARCHAR2|10|||NONE|NONE|NONE|Foreign Key to Centroid table
ANZVI0803002900|GRAPHIC_TYPE|O|N|VARCHAR2|1|||VMREFTAB|PR_GRAPHIC_TYPE|GRAPHIC_TYPE_CODE|"Indicates if base property or
property footprint (B=base
property, F=footprint)"
ANZVI0803002900|PFI|O|N|VARCHAR2|10|||NONE|NONE|NONE|Persistent Feature Identifier. Assigned at the creation of the feature and is retained for the life of the feature.
ANZVI0803002900|PFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|The date that the persistent Feature Identifier was created
ANZVI0803002900|STATUS|O|N|VARCHAR2|1||||||
ANZVI0803002900|UFI|O|N|NUMBER|22|10|0|NONE|NONE|NONE|Database wide Unique Feature identifier. Assigned at every feature creation or edit, superseded by each edit to the feature.
ANZVI0803002900|UFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|The date the UFI was created
ANZVI0803002900|UFI_OLD|O|N|NUMBER|22|10|0|NONE|NONE|NONE|UFI of feature prior to last edit
ANZVI0803002900|Z_LEVEL|M|N|VARCHAR2|2|||VMREFTAB|PR_Z_LEVEL|Z_LEVEL_CODE|"A property/parcel may be
(B)elow ground, at (G)round
level or (A)bove ground."
ANZVI0803002902|ANNOTATION_TEXT|M|N|VARCHAR2|80|0|0|NONE|NONE|NONE|
ANZVI0803002902|FEATURE_CODE|O|N|VARCHAR2|6|0|0||||
ANZVI0803002902|JUSTIFICATION|O|N|VARCHAR2|2|0|0|NONE|NONE|NONE|
ANZVI0803002902|PFI|O|N|VARCHAR2|10|0|0|NONE|NONE|NONE|
ANZVI0803002902|PFI_CREATED|O|N|DATE|7|0|0|NONE|NONE|NONE|
ANZVI0803002902|ROTATION|O|N|NUMBER|22|5|1|NONE|NONE|NONE|
ANZVI0803002902|TEXT_HEIGHT|O|N|NUMBER|22|8|3|NONE|NONE|NONE|
ANZVI0803002902|TEXT_WIDTH|O|N|NUMBER|22|8|3|NONE|NONE|NONE|
ANZVI0803002902|UFI|M|Y|NUMBER|22|10|0|NONE|NONE|NONE|
ANZVI0803002902|UFI_CREATED|O|N|DATE|7|0|0|NONE|NONE|NONE|
ANZVI0803002902|UFI_OLD|O|N|NUMBER|22|10|0|NONE|NONE|NONE|
ANZVI0803002905|ABS_LGA_CODE|O|N|VARCHAR2|5||||||
ANZVI0803002905|GAZETTAL_REGISTRATION|O|N|VARCHAR2|15|||VMREFTAB|NONE|NONE|Gazettal registration describing the boundaries of the Local Government Area (LGA)
ANZVI0803002905|LGA_CODE|M|Y|VARCHAR2|3|||VMREFTAB|LGA|LGA_CODE|A unique code identifying the LGA.
ANZVI0803002905|LGA_NAME|M|Y|VARCHAR2|45|||VMREFTAB|LGA|LGA|The name of the Local Government Area.  
ANZVI0803002905|LGA_OFFICIAL_NAME|M|Y|VARCHAR2|45|||VMREFTAB|LGA|GAZETTED_LGA_NAME|Gazetted Local Government Area name
ANZVI0803002905|PFI|M|Y|VARCHAR2|10|||NONE|NONE|NONE|Persistent Feature Identifier. Assigned at the creation of the feature and is retained for the life of the feature.
ANZVI0803002905|PFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|The date that the persistent Feature Identifier was created
ANZVI0803002905|UFI|O|N|NUMBER|22|10|0|NONE|NONE|NONE|Database wide Unique Feature identifier. Assigned at every feature creation or edit, superseded by each edit to the feature.
ANZVI0803002905|UFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|The date the UFI was created
ANZVI0803002905|UFI_OLD|O|N|NUMBER|22|10|0|NONE|NONE|NONE|UFI of feature prior to last edit
ANZVI0803002909|GAZ_BEGIN_DATE|O|N|DATE|7|0|0|NONE|NONE|NONE|Gazetted Date
ANZVI0803002909|LGA|O|N|VARCHAR2|45|0|0|NONE|NONE|NONE|Name of Local Government Area that zone/overlay polygon falls within (not the Gazetted name).
ANZVI0803002909|LGA_CODE|O|N|VARCHAR2|3|0|0|NONE|NONE|NONE|Number identifying Local Government Area that zone/overlay polygon falls within.
ANZVI0803002909|PFI|M|Y|NUMBER|22|11|0|NONE|NONE|NONE|Permament Feature Identifier
ANZVI0803002909|PFI_CREATED|M|N|DATE|7|0|0|NONE|NONE|NONE|The date the Persistent Feature Identifier was created.
ANZVI0803002909|SCHEME_CODE|O|N|VARCHAR2|8|0|0|NONE|NONE|NONE|Code denoting whether the feature is a zone or overlay (and what type of overlay).
ANZVI0803002909|UFI|O|N|NUMBER|22|11|0||||Database wide Unique Feature identifier. Assigned at every feature creation or edit, superseded by each edit to the feature.
ANZVI0803002909|UFI_CREATED|O|N|DATE|7|0|0||||The date the UFI was created
ANZVI0803002909|ZONE_CODE|M|N|VARCHAR2|12|0|0|VMPLAN|PLAN_CODELIST|ZONE_CODE|A unique code that links map data to the written part of the Planning Scheme.
ANZVI0803002909|ZONE_DESCRIPTION|O|N|VARCHAR2|100|0|0||||
ANZVI0803002909|ZONE_NUM|M|N|NUMBER|22|6|0|VMPLAN|PLAN_CODELIST|ZONE_NUM|A unique number used by DSE for automatic issuing of planning certificates. Also used to link to the codelist.
ANZVI0803002909|ZONE_STATUS|O|N|VARCHAR2|1|0|0|VMREFTAB|NONE|ZONE_STATUS_CODE|"A single character that represents the current status of the data.
Options:
g=approved data,
p=exhibited data
"
ANZVI0803002910|GAZ_BEGIN_DATE|O|N|DATE|7|0|0|NONE|NONE|NONE|Gazetted Date
ANZVI0803002910|LGA|O|N|VARCHAR2|45|0|0|NONE|NONE|NONE|Name of Local Government Area that zone/overlay polygon falls within (not the Gazetted name).
ANZVI0803002910|LGA_CODE|O|N|VARCHAR2|3|0|0|NONE|NONE|NONE|Number identifying Local Government Area that zone/overlay polygon falls within.
ANZVI0803002910|PFI|M|Y|NUMBER|22|11|0|NONE|NONE|NONE|Permament Feature Identifier
ANZVI0803002910|PFI_CREATED|M|N|DATE|7|0|0|NONE|NONE|NONE|The date the Persistent Feature Identifier was created.
ANZVI0803002910|SCHEME_CODE|O|N|VARCHAR2|8|0|0|NONE|NONE|NONE|Code denoting whether the feature is a zone or overlay (and what type of overlay).
ANZVI0803002910|UFI|O|N|NUMBER|22|11|0||||Database wide Unique Feature identifier. Assigned at every feature creation or edit, superseded by each edit to the feature.
ANZVI0803002910|UFI_CREATED|O|N|DATE|7|0|0||||The date the UFI was created
ANZVI0803002910|ZONE_CODE|M|N|VARCHAR2|12|0|0|VMPLAN|PLAN_CODELIST|ZONE_CODE|A unique code that links map data to the written part of the Planning Scheme.
ANZVI0803002910|ZONE_DESCRIPTION|O|N|VARCHAR2|100|0|0||||
ANZVI0803002910|ZONE_NUM|M|N|NUMBER|22|6|0|VMPLAN|PLAN_CODELIST|ZONE_NUM|A unique number used by DSE for automatic issuing of planning certificates. Also used to link to the codelist.
ANZVI0803002910|ZONE_STATUS|O|N|VARCHAR2|1|0|0|VMREFTAB|PN_ZONE_STATUS|ZONE_STATUS_CODE|"A single character that represents the current status of the data.
Options:
g=approved data ,
p=exhibited data"
ANZVI0803002912|GAZ_BEGIN_DATE|O|N|DATE|7|0|0|NONE|NONE|NONE|Gazetted Date
ANZVI0803002912|LGA|O|N|VARCHAR2|45|0|0|NONE|NONE|NONE|Name of Local Government Area that zone/overlay polygon falls within (not the Gazetted name).
ANZVI0803002912|LGA_CODE|O|N|VARCHAR2|3|0|0|NONE|NONE|NONE|Number identifying Local Government Area that zone/overlay polygon falls within.
ANZVI0803002912|PFI|M|Y|NUMBER|22|11|0|NONE|NONE|NONE|Permament Feature Identifier
ANZVI0803002912|PFI_CREATED|M|N|DATE|7|0|0|NONE|NONE|NONE|The date the Persistent Feature Identifier was created.
ANZVI0803002912|SCHEME_CODE|O|N|VARCHAR2|8|0|0|NONE|NONE|NONE|Code denoting whether the feature is a zone or overlay (and what type of overlay).
ANZVI0803002912|UFI|O|N|NUMBER|22|11|0||||Database wide Unique Feature identifier. Assigned at every feature creation or edit, superseded by each edit to the feature.
ANZVI0803002912|UFI_CREATED|O|N|DATE|7|0|0||||The date the UFI was created
ANZVI0803002912|ZONE_CODE|M|N|VARCHAR2|12|0|0|VMPLAN|PLAN_CODELIST|ZONE_CODE|A unique code that links map data to the written part of the Planning Scheme.
ANZVI0803002912|ZONE_DESCRIPTION|O|N|VARCHAR2|100|0|0||||
ANZVI0803002912|ZONE_NUM|M|N|NUMBER|22|6|0|VMPLAN|PLAN_CODELIST|ZONE_NUM|A unique number used by DSE for automatic issuing of planning certificates. Also used to link to the codelist.
ANZVI0803002912|ZONE_STATUS|O|N|VARCHAR2|1|0|0|VMREFTAB|NONE|ZONE_STATUS_CODE|"A single character that represents the current status of the data.
Options:
g=approved data,
p=exhibited data
"
ANZVI0803002913|ACTIVE|M|N|VARCHAR2|1|0|0|NONE|NONE|NONE|Active
ANZVI0803002913|BLUE|O|N|NUMBER|22|3|0|NONE|NONE|NONE|
ANZVI0803002913|CODE_NUMBER|O|N|NUMBER|22|10|0|NONE|NONE|NONE|Code Number
ANZVI0803002913|CODE_PARENT|O|N|VARCHAR2|10|0|0|NONE|NONE|NONE|Parent Code
ANZVI0803002913|CODE_PART|O|N|VARCHAR2|10|0|0|NONE|NONE|NONE|Code Part
ANZVI0803002913|CODE_SCHEDULE|O|N|NUMBER|22|10|0|NONE|NONE|NONE|PFI Create Date
ANZVI0803002913|GREEN|O|N|NUMBER|22|3|0|NONE|NONE|NONE|
ANZVI0803002913|PFI|M|Y|NUMBER|22|11|0|NONE|NONE|NONE|Permament Feature Identifier
ANZVI0803002913|PFI_CREATED|M|N|DATE|7|0|0|NONE|NONE|NONE|The date the Persistent Feature Identifier was created.
ANZVI0803002913|RED|O|N|NUMBER|22|3|0|NONE|NONE|NONE|
ANZVI0803002913|UFI|O|N|NUMBER|22|11|0||||
ANZVI0803002913|UFI_CREATED|O|N|DATE|7|0|0||||
ANZVI0803002913|ZONE_CODE|O|N|VARCHAR2|12|0|0|NONE|NONE|NONE|
ANZVI0803002913|ZONE_CODE_GROUP|O|N|VARCHAR2|10||||||
ANZVI0803002913|ZONE_CODE_GROUP_LABEL|O|N|VARCHAR2|100||||||
ANZVI0803002913|ZONE_DESCRIPTION|O|N|VARCHAR2|100|0|0|NONE|NONE|NONE|
ANZVI0803002913|ZONE_GROUP|O|N|VARCHAR2|75|0|0|NONE|NONE|NONE|
ANZVI0803002913|ZONE_NUM|O|N|NUMBER|22|6|0|NONE|NONE|NONE|
ANZVI0803002914|GAZ_BEGIN_DATE|O|N|DATE|7|0|0|NONE|NONE|NONE|Gazetted Date
ANZVI0803002914|LGA|O|N|VARCHAR2|45|0|0|NONE|NONE|NONE|Name of Local Government Area that zone/overlay polygon falls within (not the Gazetted name).
ANZVI0803002914|LGA_CODE|O|N|VARCHAR2|3|0|0|NONE|NONE|NONE|Number identifying Local Government Area that zone/overlay polygon falls within.
ANZVI0803002914|PFI|M|Y|NUMBER|22|11|0|NONE|NONE|NONE|Permament Feature Identifier
ANZVI0803002914|PFI_CREATED|M|N|DATE|7|0|0|NONE|NONE|NONE|The date the Persistent Feature Identifier was created.
ANZVI0803002914|SCHEME_CODE|O|N|VARCHAR2|8|0|0|NONE|NONE|NONE|Code denoting whether the feature is a zone or overlay (and what type of overlay).
ANZVI0803002914|UFI|O|N|NUMBER|22|11|0||||Database wide Unique Feature identifier. Assigned at every feature creation or edit, superseded by each edit to the feature.
ANZVI0803002914|UFI_CREATED|O|N|DATE|7|0|0||||The date the UFI was created
ANZVI0803002914|ZONE_CODE|M|N|VARCHAR2|12|0|0|VMPLAN|PLAN_CODELIST|ZONE_CODE|A unique code that links map data to the written part of the Planning Scheme.
ANZVI0803002914|ZONE_DESCRIPTION|O|N|VARCHAR2|100|0|0||||
ANZVI0803002914|ZONE_NUM|M|N|NUMBER|22|6|0|VMPLAN|PLAN_CODELIST|ZONE_NUM|A unique number used by DSE for automatic issuing of planning certificates. Also used to link to the codelist.
ANZVI0803002914|ZONE_STATUS|O|N|VARCHAR2|1|0|0|VMREFTAB|NONE|ZONE_STATUS_CODE|"A single character that represents the current status of the data.
Options:
Domain:
g=approved data,
p=exhibited data

"
ANZVI0803002916|CENTROID_PFI|O|N|VARCHAR2|10|||NONE|NONE|NONE|Foreign Key to Centroid table
ANZVI0803002916|PFI|M|Y|VARCHAR2|10|||NONE|NONE|NONE|Persistent Feature Identifier. Assigned at the creation of the feature and is retained for the life of the feature.
ANZVI0803002916|PFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|The date the Persistent Feature Identifier was created.
ANZVI0803002916|UFI|O|N|NUMBER|22|10|0|NONE|NONE|NONE|"Database wide Unique Feature
Identifier; 6 char State database, 9 char local ID"
ANZVI0803002916|UFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|The date the UFI was created
ANZVI0803002916|UFI_OLD|O|N|NUMBER|22|10|0|NONE|NONE|NONE|UFI of feature prior to last edit
ANZVI0803002916|Z_LEVEL|O|N|VARCHAR2|2|||VMREFTAB|PR_Z_LEVEL|Z_LEVEL_CODE|A unique code to identify the parcels proximity to surface level. Above Ground, Surface Level & Below Ground
ANZVI0803002917|DUAL_STATUS|O|N|VARCHAR2|1|||VMREFTAB|CL_DUAL_STATUS|DUAL_STATUS_CODE|
ANZVI0803002917|PARISH_CODE|O|N|VARCHAR2|4|||VMREFTAB|PARISH|PARISH_CODE|
ANZVI0803002917|PFI|M|Y|VARCHAR2|10|||NONE|NONE|NONE|
ANZVI0803002917|PFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|
ANZVI0803002917|UFI|O|N|NUMBER|22|10|0|NONE|NONE|NONE|
ANZVI0803002917|UFI_CREATED|O|N|DATE|7|||NONE|NONE|NONE|
ANZVI0803002917|UFI_OLD|O|N|NUMBER|22|10|0|NONE|NONE|NONE|
ANZVI0803002920|APPROVED|O|N|VARCHAR2|4||||||
ANZVI0803002920|FULLNAME|O|N|VARCHAR2|100||||||
ANZVI0803002920|NAME|O|N|VARCHAR2|50||||||
ANZVI0803002923|APPROVED|O|N|VARCHAR2|4||||||
ANZVI0803002923|DEPTH|O|N|VARCHAR2|10||||||
ANZVI0803002923|FROM_DEPTH|O|N|NUMBER|22|9|0||||
ANZVI0803002923|FULLNAME|O|N|VARCHAR2|100||||||
ANZVI0803002923|NAME|O|N|VARCHAR2|30||||||
ANZVI0803002923|PCV|O|N|VARCHAR2|50||||||
ANZVI0803002923|RWC|O|N|VARCHAR2|50||||||
ANZVI0803002923|TO_DEPTH|O|N|NUMBER|22|9|0||||
ANZVI0803002924|APPROVED|O|N|VARCHAR2|4||||||
ANZVI0803002924|DEPTH|O|N|VARCHAR2|10||||||
ANZVI0803002924|FROM_DEPTH|O|N|NUMBER|22|9|0||||
ANZVI0803002924|FULLNAME|O|N|VARCHAR2|100||||||
ANZVI0803002924|NAME|O|N|VARCHAR2|50||||||
ANZVI0803002924|PATYPE|O|N|VARCHAR2|20||||||
ANZVI0803002924|PAV|O|N|NUMBER|22|38|8||||
ANZVI0803002924|PCV|O|N|VARCHAR2|20||||||
ANZVI0803002924|RWC|O|N|VARCHAR2|10||||||
ANZVI0803002924|TO_DEPTH|O|N|NUMBER|22|9|0||||
ANZVI0803002925|AREA_KM2|O|N|NUMBER|22|38|8||||
ANZVI0803002925|BASIN|O|N|NUMBER|22|4|0||||
ANZVI0803002925|BASNUM|O|N|NUMBER|22|9|0||||
ANZVI0803002925|DOWNSTREAM|O|N|NUMBER|22|38|8||||
ANZVI0803002925|RIVER_MAJ|O|N|VARCHAR2|50||||||
ANZVI0803002925|RIVER_MIN|O|N|VARCHAR2|50||||||
ANZVI0803002928|AUTHORITY|O|N|VARCHAR2|255||||||
ANZVI0803002928|GMUINFOEMAIL|O|N|VARCHAR2|255||||||
ANZVI0803002928|GMUINFOPHONE|O|N|VARCHAR2|255||||||
ANZVI0803002928|GMUINFOTITLE|O|N|VARCHAR2|255||||||
ANZVI0803002928|GMUINFOWEBSITE|O|N|VARCHAR2|255||||||
ANZVI0803002930|ACCURACY|O|N|VARCHAR2|10||||||
ANZVI0803002930|AMGZONE|O|N|NUMBER|22|11|0||||
ANZVI0803002930|BORE_ID|O|N|NUMBER|22|11|0||||
ANZVI0803002930|CMANAME|O|N|VARCHAR2|30||||||
ANZVI0803002930|EASTING|O|N|NUMBER|22|11|0||||
ANZVI0803002930|MGA_EASTING|O|N|NUMBER|22|14|0||||
ANZVI0803002930|MGA_NORTHING|O|N|NUMBER|22|15|0||||
ANZVI0803002930|MONFREQ|O|N|VARCHAR2|25||||||
ANZVI0803002930|NORTHING|O|N|NUMBER|22|11|0||||
ANZVI0803002932|MAP_CODE|O|N|VARCHAR2|8||||||
ANZVI0803002932|MAP_NAME|O|N|VARCHAR2|50||||||
ANZVI0803002932|MAP_TYPE|O|N|VARCHAR2|32||||||
ANZVI0803002932|SCALE|O|N|NUMBER|22|16|3||||
ANZVI0803002932|SPUNK|O|N|VARCHAR2|8||||||
ANZVI0803002933|MAP_CODE|O|N|VARCHAR2|6||||||
ANZVI0803002933|MAP_NAME|O|N|VARCHAR2|25||||||
ANZVI0803002935|BASIN|O|N|NUMBER|22|19|5||||
ANZVI0803002935|FULLNAME|O|N|VARCHAR2|47||||||
ANZVI0803002935|NAME|O|N|VARCHAR2|47||||||
ANZVI0803002935|REACH|O|N|NUMBER|22|19|5||||
ANZVI0803002935|REACH_LENGTH|O|N|VARCHAR2|50||||||
ANZVI0803002935|RV_NAME|O|N|VARCHAR2|30||||||
ANZVI0803002935|RV_TYPE|O|N|VARCHAR2|17||||||
ANZVI0803002935|SITE_URL|O|N|VARCHAR2|64||||||
ANZVI0803002935|UNIQUE_CODE|O|N|VARCHAR2|10||||||
ANZVI0803002943|HECTARES|O|N|NUMBER|22|38|8||||Area of a parcel or polygon calculated in GIS 
ANZVI0803002943|LGA_CODE|O|N|VARCHAR2|3|0|0||||Unique code of local government municipality
ANZVI0803002943|LGA_NAME|O|N|VARCHAR2|45|0|0||||Name of local government municipality
ANZVI0803002943|LU_NAME|O|N|VARCHAR2|150|0|0||||Unique ID allocated by VEAC for reserve or local name known as a 'land unit'
ANZVI0803002943|NO_REC_ID|O|N|NUMBER|22|38|8||||VEAC reference code for description of why there is no LCC/ECC/VEAC recommendation over this area (ie. when 'RecCode' is No Rec)
ANZVI0803002943|NO_REC_RSN|O|N|VARCHAR2|254|0|0||||Description of why there is  no LCC/ECC/VEAC recommendation over this area (i.e. when 'RecCode' is No rec)
ANZVI0803002943|PLU_CODE|O|N|NUMBER|22|38|8||||Recommended public land use sub-category code allocated by VEAC
